cell_id,tough_label,material,tough_material,generated
559,A1659,RockF,ROCKF,False
560,A1660,RockF,ROCKF,False
561,A1661,RockF,ROCKF,False
562,A1662,RockF,ROCKF,False
563,A1663,RockF,ROCKF,False
564,A1664,RockF,ROCKF,False
565,A1665,RockF,ROCKF,False
566,A1666,RockF,ROCKF,False
567,A1667,RockF,ROCKF,False
568,A1668,RockF,ROCKF,False
569,A1669,RockF,ROCKF,False
570,A1670,RockF,ROCKF,False
571,A1671,RockF,ROCKF,False
572,A1672,RockF,ROCKF,False
573,A1673,RockF,ROCKF,False
574,A1674,RockF,ROCKF,False
575,A1675,RockF,ROCKF,False
576,A1676,RockF,ROCKF,False
577,A1677,RockF,ROCKF,False
578,A1678,RockF,ROCKF,False
579,A1679,RockF,ROCKF,False
580,A1680,RockF,ROCKF,False
581,A1681,RockF,ROCKF,False
582,A1682,RockF,ROCKF,False
583,A1683,RockF,ROCKF,False
584,A1684,RockF,ROCKF,False
585,A1685,RockF,ROCKF,False
586,A1686,RockF,ROCKF,False
587,A1687,RockF,ROCKF,False
588,A1688,RockF,ROCKF,False
589,A1689,RockF,ROCKF,False
590,A1690,RockF,ROCKF,False
591,A1691,RockF,ROCKF,False
592,A1692,RockF,ROCKF,False
593,A1693,RockF,ROCKF,False
594,A1694,RockF,ROCKF,False
595,A1695,RockF,ROCKF,False
596,A1696,RockF,ROCKF,False
597,A1697,RockF,ROCKF,False
598,A1698,RockF,ROCKF,False
599,A1699,RockF,ROCKF,False
600,A17 0,RockF,ROCKF,False
601,A17 1,RockF,ROCKF,False
602,A17 2,RockF,ROCKF,False
603,A17 3,RockF,ROCKF,False
604,A17 4,RockF,ROCKF,False
605,A17 5,RockF,ROCKF,False
606,A17 6,RockF,ROCKF,False
607,A17 7,RockF,ROCKF,False
608,A17 8,RockF,ROCKF,False
609,A17 9,RockF,ROCKF,False
610,A1710,RockF,ROCKF,False
611,A1711,RockF,ROCKF,False
612,A1712,RockF,ROCKF,False
613,A1713,RockF,ROCKF,False
614,A1714,RockF,ROCKF,False
615,A1715,RockF,ROCKF,False
616,A1716,RockF,ROCKF,False
617,A1717,RockF,ROCKF,False
618,A1718,RockF,ROCKF,False
619,A1719,RockF,ROCKF,False
620,A1720,RockF,ROCKF,False
621,A1721,RockF,ROCKF,False
622,A1722,RockF,ROCKF,False
623,A1723,RockF,ROCKF,False
624,A1724,RockF,ROCKF,False
625,A1725,RockF,ROCKF,False
626,A1726,RockF,ROCKF,False
627,A1727,RockF,ROCKF,False
628,A1728,RockF,ROCKF,False
629,A1729,RockF,ROCKF,False
630,A1730,RockF,ROCKF,False
631,A1731,RockF,ROCKF,False
632,A1732,RockF,ROCKF,False
633,A1733,RockF,ROCKF,False
634,A1734,RockF,ROCKF,False
635,A1735,RockF,ROCKF,False
636,A1736,RockF,ROCKF,False
637,A1737,RockF,ROCKF,False
638,A1738,RockF,ROCKF,False
639,A1739,RockF,ROCKF,False
640,A1740,RockF,ROCKF,False
641,A1741,RockF,ROCKF,False
642,A1742,RockF,ROCKF,False
643,A1743,RockF,ROCKF,False
644,A1744,RockF,ROCKF,False
645,A1745,RockF,ROCKF,False
646,A1746,RockF,ROCKF,False
647,A1747,RockF,ROCKF,False
648,A1748,RockF,ROCKF,False
649,A1749,RockF,ROCKF,False
650,A1750,RockF,ROCKF,False
651,A1751,RockF,ROCKF,False
652,A1752,RockF,ROCKF,False
653,A1753,RockF,ROCKF,False
654,A1754,RockF,ROCKF,False
655,A1755,RockF,ROCKF,False
656,A1756,RockF,ROCKF,False
657,A1757,RockF,ROCKF,False
658,A1758,RockF,ROCKF,False
659,A1759,RockF,ROCKF,False
660,A1760,RockF,ROCKF,False
661,A1761,RockF,ROCKF,False
662,A1762,RockF,ROCKF,False
663,A1763,RockF,ROCKF,False
664,A1764,RockF,ROCKF,False
665,A1765,RockF,ROCKF,False
666,A1766,RockF,ROCKF,False
667,A1767,RockF,ROCKF,False
668,A1768,RockF,ROCKF,False
669,A1769,RockF,ROCKF,False
670,A1770,RockF,ROCKF,False
671,A1771,RockF,ROCKF,False
672,A1772,RockF,ROCKF,False
673,A1773,RockF,ROCKF,False
674,A1774,RockF,ROCKF,False
675,A1775,RockF,ROCKF,False
676,A1776,RockF,ROCKF,False
677,A1777,RockF,ROCKF,False
678,A1778,RockF,ROCKF,False
679,A1779,RockF,ROCKF,False
680,A1780,RockF,ROCKF,False
681,A1781,RockF,ROCKF,False
682,A1782,RockF,ROCKF,False
683,A1783,RockF,ROCKF,False
684,A1784,RockF,ROCKF,False
685,A1785,RockF,ROCKF,False
686,A1786,RockF,ROCKF,False
687,A1787,RockF,ROCKF,False
688,A1788,RockF,ROCKF,False
689,A1789,RockF,ROCKF,False
690,A1790,RockF,ROCKF,False
691,A1791,RockF,ROCKF,False
692,A1792,RockF,ROCKF,False
693,A1793,RockF,ROCKF,False
694,A1794,RockF,ROCKF,False
695,A1795,RockF,ROCKF,False
696,A1796,RockF,ROCKF,False
697,A1797,RockF,ROCKF,False
698,A1798,RockF,ROCKF,False
699,A1799,RockF,ROCKF,False
700,A18 0,RockF,ROCKF,False
701,A18 1,RockF,ROCKF,False
702,A18 2,RockF,ROCKF,False
703,A18 3,RockF,ROCKF,False
704,A18 4,RockF,ROCKF,False
705,A18 5,RockF,ROCKF,False
706,A18 6,RockF,ROCKF,False
707,A18 7,RockF,ROCKF,False
708,A18 8,RockF,ROCKF,False
709,A18 9,RockF,ROCKF,False
710,A1810,RockF,ROCKF,False
711,A1811,RockF,ROCKF,False
712,A1812,RockF,ROCKF,False
713,A1813,RockF,ROCKF,False
714,A1814,RockF,ROCKF,False
715,A1815,RockF,ROCKF,False
716,A1816,RockF,ROCKF,False
717,A1817,RockF,ROCKF,False
718,A1818,RockF,ROCKF,False
719,A1819,RockF,ROCKF,False
720,A1820,RockF,ROCKF,False
721,A1821,RockF,ROCKF,False
722,A1822,RockF,ROCKF,False
723,A1823,RockF,ROCKF,False
724,A1824,RockF,ROCKF,False
725,A1825,RockF,ROCKF,False
726,A1826,RockF,ROCKF,False
727,A1827,RockF,ROCKF,False
728,A1828,RockF,ROCKF,False
729,A1829,RockF,ROCKF,False
730,A1830,RockF,ROCKF,False
731,A1831,RockF,ROCKF,False
732,A1832,RockF,ROCKF,False
733,A1833,RockF,ROCKF,False
734,A1834,RockF,ROCKF,False
735,A1835,RockF,ROCKF,False
736,A1836,RockF,ROCKF,False
737,A1837,RockF,ROCKF,False
738,A1838,RockF,ROCKF,False
739,A1839,RockF,ROCKF,False
740,A1840,RockF,ROCKF,False
741,A1841,RockF,ROCKF,False
742,A1842,RockF,ROCKF,False
743,A1843,RockF,ROCKF,False
744,A1844,RockF,ROCKF,False
745,A1845,RockF,ROCKF,False
746,A1846,RockF,ROCKF,False
747,A1847,RockF,ROCKF,False
748,A1848,RockF,ROCKF,False
749,A1849,RockF,ROCKF,False
750,A1850,RockF,ROCKF,False
751,A1851,RockF,ROCKF,False
752,A1852,RockF,ROCKF,False
753,A1853,RockF,ROCKF,False
754,A1854,RockF,ROCKF,False
755,A1855,RockF,ROCKF,False
756,A1856,RockF,ROCKF,False
757,A1857,RockF,ROCKF,False
758,A1858,RockF,ROCKF,False
759,A1859,RockF,ROCKF,False
760,A1860,RockF,ROCKF,False
761,A1861,RockF,ROCKF,False
762,A1862,RockF,ROCKF,False
763,A1863,RockF,ROCKF,False
764,A1864,RockF,ROCKF,False
765,A1865,RockF,ROCKF,False
766,A1866,RockF,ROCKF,False
767,A1867,RockF,ROCKF,False
