cell_id,tough_label,material,tough_material,generated
2223,A1N23,Rocka,ROCKA,False
2224,A1N24,Rocka,ROCKA,False
2225,A1N25,Rocka,ROCKA,False
2226,A1N26,Rocka,ROCKA,False
2227,A1N27,Rocka,ROCKA,False
2228,A1N28,Rocka,ROCKA,False
2229,A1N29,Rocka,ROCKA,False
2230,A1N30,Rocka,ROCKA,False
2231,A1N31,Rocka,ROCKA,False
2232,A1N32,Rocka,ROCKA,False
2233,A1N33,Rocka,ROCKA,False
2234,A1N34,Rocka,ROCKA,False
2235,A1N35,Rocka,ROCKA,False
2236,A1N36,Rocka,ROCKA,False
2237,A1N37,Rocka,ROCKA,False
2238,A1N38,Rocka,ROCKA,False
2239,A1N39,Rocka,ROCKA,False
2240,A1N40,Rocka,ROCKA,False
2241,A1N41,Rocka,ROCKA,False
2242,A1N42,Rocka,ROCKA,False
2243,A1N43,Rocka,ROCKA,False
2244,A1N44,Rocka,ROCKA,False
2245,A1N45,Rocka,ROCKA,False
2246,A1N46,Rocka,ROCKA,False
2247,A1N47,Rocka,ROCKA,False
2248,A1N48,Rocka,ROCKA,False
2249,A1N49,Rocka,ROCKA,False
2250,A1N50,Rocka,ROCKA,False
2251,A1N51,Rocka,ROCKA,False
2252,A1N52,Rocka,ROCKA,False
2253,A1N53,Rocka,ROCKA,False
2254,A1N54,Rocka,ROCKA,False
2255,A1N55,Rocka,ROCKA,False
2256,A1N56,Rocka,ROCKA,False
2257,A1N57,Rocka,ROCKA,False
2258,A1N58,Rocka,ROCKA,False
2259,A1N59,Rocka,ROCKA,False
2260,A1N60,Rocka,ROCKA,False
2261,A1N61,Rocka,ROCKA,False
2262,A1N62,Rocka,ROCKA,False
2263,A1N63,Rocka,ROCKA,False
2264,A1N64,Rocka,ROCKA,False
2265,A1N65,Rocka,ROCKA,False
2266,A1N66,Rocka,ROCKA,False
2267,A1N67,Rocka,ROCKA,False
2268,A1N68,Rocka,ROCKA,False
2269,A1N69,Rocka,ROCKA,False
2270,A1N70,Rocka,ROCKA,False
2271,A1N71,Rocka,ROCKA,False
2272,A1N72,Rocka,ROCKA,False
2273,A1N73,Rocka,ROCKA,False
2274,A1N74,Rocka,ROCKA,False
2275,A1N75,Rocka,ROCKA,False
2276,A1N76,Rocka,ROCKA,False
2277,A1N77,Rocka,ROCKA,False
2278,A1N78,Rocka,ROCKA,False
2279,A1N79,Rocka,ROCKA,False
2280,A1N80,Rocka,ROCKA,False
2281,A1N81,Rocka,ROCKA,False
2282,A1N82,Rocka,ROCKA,False
2283,A1N83,Rocka,ROCKA,False
2284,A1N84,Rocka,ROCKA,False
2285,A1N85,Rocka,ROCKA,False
2286,A1N86,Rocka,ROCKA,False
2287,A1N87,Rocka,ROCKA,False
2288,A1N88,Rocka,ROCKA,False
2289,A1N89,Rocka,ROCKA,False
2290,A1N90,Rocka,ROCKA,False
2291,A1N91,Rocka,ROCKA,False
2292,A1N92,Rocka,ROCKA,False
2293,A1N93,Rocka,ROCKA,False
2294,A1N94,Rocka,ROCKA,False
2295,A1N95,Rocka,ROCKA,False
2296,A1N96,Rocka,ROCKA,False
2297,A1N97,Rocka,ROCKA,False
2298,A1N98,Rocka,ROCKA,False
2299,A1N99,Rocka,ROCKA,False
2300,A1O 0,Rocka,ROCKA,False
2301,A1O 1,Rocka,ROCKA,False
2302,A1O 2,Rocka,ROCKA,False
2303,A1O 3,Rocka,ROCKA,False
2304,A1O 4,Rocka,ROCKA,False
2305,A1O 5,Rocka,ROCKA,False
2306,A1O 6,Rocka,ROCKA,False
2307,A1O 7,Rocka,ROCKA,False
2308,A1O 8,Rocka,ROCKA,False
2309,A1O 9,Rocka,ROCKA,False
2310,A1O10,Rocka,ROCKA,False
2311,A1O11,Rocka,ROCKA,False
2312,A1O12,Rocka,ROCKA,False
2313,A1O13,Rocka,ROCKA,False
2314,A1O14,Rocka,ROCKA,False
2315,A1O15,Rocka,ROCKA,False
2316,A1O16,Rocka,ROCKA,False
2317,A1O17,Rocka,ROCKA,False
2318,A1O18,Rocka,ROCKA,False
2319,A1O19,Rocka,ROCKA,False
2320,A1O20,Rocka,ROCKA,False
2321,A1O21,Rocka,ROCKA,False
2322,A1O22,Rocka,ROCKA,False
2323,A1O23,Rocka,ROCKA,False
2324,A1O24,Rocka,ROCKA,False
2325,A1O25,Rocka,ROCKA,False
2326,A1O26,Rocka,ROCKA,False
2327,A1O27,Rocka,ROCKA,False
2328,A1O28,Rocka,ROCKA,False
2329,A1O29,Rocka,ROCKA,False
2330,A1O30,Rocka,ROCKA,False
2331,A1O31,Rocka,ROCKA,False
2332,A1O32,Rocka,ROCKA,False
2333,A1O33,Rocka,ROCKA,False
2334,A1O34,Rocka,ROCKA,False
2335,A1O35,Rocka,ROCKA,False
2336,A1O36,Rocka,ROCKA,False
2337,A1O37,Rocka,ROCKA,False
2338,A1O38,Rocka,ROCKA,False
2339,A1O39,Rocka,ROCKA,False
2340,A1O40,Rocka,ROCKA,False
2341,A1O41,Rocka,ROCKA,False
2342,A1O42,Rocka,ROCKA,False
2343,A1O43,Rocka,ROCKA,False
2344,A1O44,Rocka,ROCKA,False
2345,A1O45,Rocka,ROCKA,False
2346,A1O46,Rocka,ROCKA,False
2347,A1O47,Rocka,ROCKA,False
2348,A1O48,Rocka,ROCKA,False
2349,A1O49,Rocka,ROCKA,False
2350,A1O50,Rocka,ROCKA,False
2351,A1O51,Rocka,ROCKA,False
2352,A1O52,Rocka,ROCKA,False
2353,A1O53,Rocka,ROCKA,False
2354,A1O54,Rocka,ROCKA,False
2355,A1O55,Rocka,ROCKA,False
2356,A1O56,Rocka,ROCKA,False
2357,A1O57,Rocka,ROCKA,False
2358,A1O58,Rocka,ROCKA,False
2359,A1O59,Rocka,ROCKA,False
2360,A1O60,Rocka,ROCKA,False
2361,A1O61,Rocka,ROCKA,False
2362,A1O62,Rocka,ROCKA,False
2363,A1O63,Rocka,ROCKA,False
2364,A1O64,Rocka,ROCKA,False
2365,A1O65,Rocka,ROCKA,False
2366,A1O66,Rocka,ROCKA,False
2367,A1O67,Rocka,ROCKA,False
2368,A1O68,Rocka,ROCKA,False
2369,A1O69,Rocka,ROCKA,False
2370,A1O70,Rocka,ROCKA,False
2371,A1O71,Rocka,ROCKA,False
2372,A1O72,Rocka,ROCKA,False
2373,A1O73,Rocka,ROCKA,False
2374,A1O74,Rocka,ROCKA,False
2375,A1O75,Rocka,ROCKA,False
2376,A1O76,Rocka,ROCKA,False
2377,A1O77,Rocka,ROCKA,False
2378,A1O78,Rocka,ROCKA,False
2379,A1O79,Rocka,ROCKA,False
2380,A1O80,Rocka,ROCKA,False
2381,A1O81,Rocka,ROCKA,False
2382,A1O82,Rocka,ROCKA,False
2383,A1O83,Rocka,ROCKA,False
2384,A1O84,Rocka,ROCKA,False
2385,A1O85,Rocka,ROCKA,False
2386,A1O86,Rocka,ROCKA,False
2387,A1O87,Rocka,ROCKA,False
2388,A1O88,Rocka,ROCKA,False
2389,A1O89,Rocka,ROCKA,False
2390,A1O90,Rocka,ROCKA,False
2391,A1O91,Rocka,ROCKA,False
2392,A1O92,Rocka,ROCKA,False
2393,A1O93,Rocka,ROCKA,False
2394,A1O94,Rocka,ROCKA,False
2395,A1O95,Rocka,ROCKA,False
2396,A1O96,Rocka,ROCKA,False
2397,A1O97,Rocka,ROCKA,False
2398,A1O98,Rocka,ROCKA,False
2399,A1O99,Rocka,ROCKA,False
2400,A1P 0,Rocka,ROCKA,False
2401,A1P 1,Rocka,ROCKA,False
2402,A1P 2,Rocka,ROCKA,False
2403,A1P 3,Rocka,ROCKA,False
2404,A1P 4,Rocka,ROCKA,False
2405,A1P 5,Rocka,ROCKA,False
2406,A1P 6,Rocka,ROCKA,False
2407,A1P 7,Rocka,ROCKA,False
2408,A1P 8,Rocka,ROCKA,False
2409,A1P 9,Rocka,ROCKA,False
2410,A1P10,Rocka,ROCKA,False
2411,A1P11,Rocka,ROCKA,False
2412,A1P12,Rocka,ROCKA,False
2413,A1P13,Rocka,ROCKA,False
2414,A1P14,Rocka,ROCKA,False
2415,A1P15,Rocka,ROCKA,False
2416,A1P16,Rocka,ROCKA,False
2417,A1P17,Rocka,ROCKA,False
2418,A1P18,Rocka,ROCKA,False
2419,A1P19,Rocka,ROCKA,False
2420,A1P20,Rocka,ROCKA,False
2421,A1P21,Rocka,ROCKA,False
2422,A1P22,Rocka,ROCKA,False
2423,A1P23,Rocka,ROCKA,False
2424,A1P24,Rocka,ROCKA,False
2425,A1P25,Rocka,ROCKA,False
2426,A1P26,Rocka,ROCKA,False
2427,A1P27,Rocka,ROCKA,False
2428,A1P28,Rocka,ROCKA,False
2429,A1P29,Rocka,ROCKA,False
2430,A1P30,Rocka,ROCKA,False
2431,A1P31,Rocka,ROCKA,False
2432,A1P32,Rocka,ROCKA,False
2433,A1P33,Rocka,ROCKA,False
2434,A1P34,Rocka,ROCKA,False
2435,A1P35,Rocka,ROCKA,False
2436,A1P36,Rocka,ROCKA,False
2437,A1P37,Rocka,ROCKA,False
2438,A1P38,Rocka,ROCKA,False
2439,A1P39,Rocka,ROCKA,False
2440,A1P40,Rocka,ROCKA,False
2441,A1P41,Rocka,ROCKA,False
2442,A1P42,Rocka,ROCKA,False
2443,A1P43,Rocka,ROCKA,False
2444,A1P44,Rocka,ROCKA,False
2445,A1P45,Rocka,ROCKA,False
2446,A1P46,Rocka,ROCKA,False
2447,A1P47,Rocka,ROCKA,False
2448,A1P48,Rocka,ROCKA,False
2449,A1P49,Rocka,ROCKA,False
2450,A1P50,Rocka,ROCKA,False
2451,A1P51,Rocka,ROCKA,False
2452,A1P52,Rocka,ROCKA,False
2453,A1P53,Rocka,ROCKA,False
2454,A1P54,Rocka,ROCKA,False
2455,A1P55,Rocka,ROCKA,False
2456,A1P56,Rocka,ROCKA,False
2457,A1P57,Rocka,ROCKA,False
2458,A1P58,Rocka,ROCKA,False
2459,A1P59,Rocka,ROCKA,False
2460,A1P60,Rocka,ROCKA,False
2461,A1P61,Rocka,ROCKA,False
2462,A1P62,Rocka,ROCKA,False
2463,A1P63,Rocka,ROCKA,False
2464,A1P64,Rocka,ROCKA,False
2465,A1P65,Rocka,ROCKA,False
2466,A1P66,Rocka,ROCKA,False
2467,A1P67,Rocka,ROCKA,False
2468,A1P68,Rocka,ROCKA,False
2469,A1P69,Rocka,ROCKA,False
2470,A1P70,Rocka,ROCKA,False
2471,A1P71,Rocka,ROCKA,False
2472,A1P72,Rocka,ROCKA,False
2473,A1P73,Rocka,ROCKA,False
2474,A1P74,Rocka,ROCKA,False
2475,A1P75,Rocka,ROCKA,False
2476,A1P76,Rocka,ROCKA,False
2477,A1P77,Rocka,ROCKA,False
2478,A1P78,Rocka,ROCKA,False
2479,A1P79,Rocka,ROCKA,False
2480,A1P80,Rocka,ROCKA,False
2481,A1P81,Rocka,ROCKA,False
2482,A1P82,Rocka,ROCKA,False
2483,A1P83,Rocka,ROCKA,False
2484,A1P84,Rocka,ROCKA,False
2485,A1P85,Rocka,ROCKA,False
2486,A1P86,Rocka,ROCKA,False
2487,A1P87,Rocka,ROCKA,False
2488,A1P88,Rocka,ROCKA,False
2489,A1P89,Rocka,ROCKA,False
2490,A1P90,Rocka,ROCKA,False
2491,A1P91,Rocka,ROCKA,False
2492,A1P92,Rocka,ROCKA,False
2493,A1P93,Rocka,ROCKA,False
2494,A1P94,Rocka,ROCKA,False
2495,A1P95,Rocka,ROCKA,False
2496,A1P96,Rocka,ROCKA,False
2497,A1P97,Rocka,ROCKA,False
2498,A1P98,Rocka,ROCKA,False
2499,A1P99,Rocka,ROCKA,False
2500,A1Q 0,Rocka,ROCKA,False
2501,A1Q 1,Rocka,ROCKA,False
2502,A1Q 2,Rocka,ROCKA,False
2503,A1Q 3,Rocka,ROCKA,False
2504,A1Q 4,Rocka,ROCKA,False
2505,A1Q 5,Rocka,ROCKA,False
2506,A1Q 6,Rocka,ROCKA,False
2507,A1Q 7,Rocka,ROCKA,False
2508,A1Q 8,Rocka,ROCKA,False
2509,A1Q 9,Rocka,ROCKA,False
2510,A1Q10,Rocka,ROCKA,False
2511,A1Q11,Rocka,ROCKA,False
2512,A1Q12,Rocka,ROCKA,False
2513,A1Q13,Rocka,ROCKA,False
2514,A1Q14,Rocka,ROCKA,False
2515,A1Q15,Rocka,ROCKA,False
2516,A1Q16,Rocka,ROCKA,False
2517,A1Q17,Rocka,ROCKA,False
2518,A1Q18,Rocka,ROCKA,False
2519,A1Q19,Rocka,ROCKA,False
2520,A1Q20,Rocka,ROCKA,False
2521,A1Q21,Rocka,ROCKA,False
2522,A1Q22,Rocka,ROCKA,False
2523,A1Q23,Rocka,ROCKA,False
2524,A1Q24,Rocka,ROCKA,False
2525,A1Q25,Rocka,ROCKA,False
2526,A1Q26,Rocka,ROCKA,False
2527,A1Q27,Rocka,ROCKA,False
2528,A1Q28,Rocka,ROCKA,False
2529,A1Q29,Rocka,ROCKA,False
2530,A1Q30,Rocka,ROCKA,False
2531,A1Q31,Rocka,ROCKA,False
2532,A1Q32,Rocka,ROCKA,False
2533,A1Q33,Rocka,ROCKA,False
2534,A1Q34,Rocka,ROCKA,False
2535,A1Q35,Rocka,ROCKA,False
2536,A1Q36,Rocka,ROCKA,False
2537,A1Q37,Rocka,ROCKA,False
2538,A1Q38,Rocka,ROCKA,False
2539,A1Q39,Rocka,ROCKA,False
2540,A1Q40,Rocka,ROCKA,False
2541,A1Q41,Rocka,ROCKA,False
2542,A1Q42,Rocka,ROCKA,False
2543,A1Q43,Rocka,ROCKA,False
2544,A1Q44,Rocka,ROCKA,False
2545,A1Q45,Rocka,ROCKA,False
2546,A1Q46,Rocka,ROCKA,False
2547,A1Q47,Rocka,ROCKA,False
2548,A1Q48,Rocka,ROCKA,False
2549,A1Q49,Rocka,ROCKA,False
2550,A1Q50,Rocka,ROCKA,False
2551,A1Q51,Rocka,ROCKA,False
2552,A1Q52,Rocka,ROCKA,False
2553,A1Q53,Rocka,ROCKA,False
2554,A1Q54,Rocka,ROCKA,False
2555,A1Q55,Rocka,ROCKA,False
2556,A1Q56,Rocka,ROCKA,False
2557,A1Q57,Rocka,ROCKA,False
2558,A1Q58,Rocka,ROCKA,False
2559,A1Q59,Rocka,ROCKA,False
2560,A1Q60,Rocka,ROCKA,False
2561,A1Q61,Rocka,ROCKA,False
2562,A1Q62,Rocka,ROCKA,False
2563,A1Q63,Rocka,ROCKA,False
2564,A1Q64,Rocka,ROCKA,False
2565,A1Q65,Rocka,ROCKA,False
2566,A1Q66,Rocka,ROCKA,False
2567,A1Q67,Rocka,ROCKA,False
2568,A1Q68,Rocka,ROCKA,False
2569,A1Q69,Rocka,ROCKA,False
2570,A1Q70,Rocka,ROCKA,False
2571,A1Q71,Rocka,ROCKA,False
2572,A1Q72,Rocka,ROCKA,False
2573,A1Q73,Rocka,ROCKA,False
2574,A1Q74,Rocka,ROCKA,False
2575,A1Q75,Rocka,ROCKA,False
2576,A1Q76,Rocka,ROCKA,False
2577,A1Q77,Rocka,ROCKA,False
2578,A1Q78,Rocka,ROCKA,False
2579,A1Q79,Rocka,ROCKA,False
2580,A1Q80,Rocka,ROCKA,False
2581,A1Q81,Rocka,ROCKA,False
2582,A1Q82,Rocka,ROCKA,False
2583,A1Q83,Rocka,ROCKA,False
2584,A1Q84,Rocka,ROCKA,False
2585,A1Q85,Rocka,ROCKA,False
2586,A1Q86,Rocka,ROCKA,False
2587,A1Q87,Rocka,ROCKA,False
2588,A1Q88,Rocka,ROCKA,False
2589,A1Q89,Rocka,ROCKA,False
2590,A1Q90,Rocka,ROCKA,False
2591,A1Q91,Rocka,ROCKA,False
2592,A1Q92,Rocka,ROCKA,False
2593,A1Q93,Rocka,ROCKA,False
2594,A1Q94,Rocka,ROCKA,False
2595,A1Q95,Rocka,ROCKA,False
2596,A1Q96,Rocka,ROCKA,False
2597,A1Q97,Rocka,ROCKA,False
2598,A1Q98,Rocka,ROCKA,False
2599,A1Q99,Rocka,ROCKA,False
2600,A1R 0,Rocka,ROCKA,False
2601,A1R 1,Rocka,ROCKA,False
2602,A1R 2,Rocka,ROCKA,False
2603,A1R 3,Rocka,ROCKA,False
2604,A1R 4,Rocka,ROCKA,False
2605,A1R 5,Rocka,ROCKA,False
2606,A1R 6,Rocka,ROCKA,False
2607,A1R 7,Rocka,ROCKA,False
2608,A1R 8,Rocka,ROCKA,False
2609,A1R 9,Rocka,ROCKA,False
2610,A1R10,Rocka,ROCKA,False
2611,A1R11,Rocka,ROCKA,False
2612,A1R12,Rocka,ROCKA,False
2613,A1R13,Rocka,ROCKA,False
2614,A1R14,Rocka,ROCKA,False
2615,A1R15,Rocka,ROCKA,False
2616,A1R16,Rocka,ROCKA,False
2617,A1R17,Rocka,ROCKA,False
2618,A1R18,Rocka,ROCKA,False
2619,A1R19,Rocka,ROCKA,False
2620,A1R20,Rocka,ROCKA,False
2621,A1R21,Rocka,ROCKA,False
2622,A1R22,Rocka,ROCKA,False
2623,A1R23,Rocka,ROCKA,False
2624,A1R24,Rocka,ROCKA,False
2625,A1R25,Rocka,ROCKA,False
2626,A1R26,Rocka,ROCKA,False
2627,A1R27,Rocka,ROCKA,False
2628,A1R28,Rocka,ROCKA,False
2629,A1R29,Rocka,ROCKA,False
2630,A1R30,Rocka,ROCKA,False
2631,A1R31,Rocka,ROCKA,False
2632,A1R32,Rocka,ROCKA,False
2633,A1R33,Rocka,ROCKA,False
2634,A1R34,Rocka,ROCKA,False
2635,A1R35,Rocka,ROCKA,False
2636,A1R36,Rocka,ROCKA,False
2637,A1R37,Rocka,ROCKA,False
2638,A1R38,Rocka,ROCKA,False
2639,A1R39,Rocka,ROCKA,False
2640,A1R40,Rocka,ROCKA,False
2641,A1R41,Rocka,ROCKA,False
2642,A1R42,Rocka,ROCKA,False
2643,A1R43,Rocka,ROCKA,False
2644,A1R44,Rocka,ROCKA,False
2645,A1R45,Rocka,ROCKA,False
2646,A1R46,Rocka,ROCKA,False
2647,A1R47,Rocka,ROCKA,False
2648,A1R48,Rocka,ROCKA,False
2649,A1R49,Rocka,ROCKA,False
2650,A1R50,Rocka,ROCKA,False
2651,A1R51,Rocka,ROCKA,False
2652,A1R52,Rocka,ROCKA,False
2653,A1R53,Rocka,ROCKA,False
2654,A1R54,Rocka,ROCKA,False
2655,A1R55,Rocka,ROCKA,False
2656,A1R56,Rocka,ROCKA,False
2657,A1R57,Rocka,ROCKA,False
2658,A1R58,Rocka,ROCKA,False
2659,A1R59,Rocka,ROCKA,False
2660,A1R60,Rocka,ROCKA,False
2661,A1R61,Rocka,ROCKA,False
2662,A1R62,Rocka,ROCKA,False
2663,A1R63,Rocka,ROCKA,False
2664,A1R64,Rocka,ROCKA,False
2665,A1R65,Rocka,ROCKA,False
2666,A1R66,Rocka,ROCKA,False
2667,A1R67,Rocka,ROCKA,False
2668,A1R68,Rocka,ROCKA,False
2669,A1R69,Rocka,ROCKA,False
2670,A1R70,Rocka,ROCKA,False
2671,A1R71,Rocka,ROCKA,False
2672,A1R72,Rocka,ROCKA,False
2673,A1R73,Rocka,ROCKA,False
2674,A1R74,Rocka,ROCKA,False
2675,A1R75,Rocka,ROCKA,False
2676,A1R76,Rocka,ROCKA,False
2677,A1R77,Rocka,ROCKA,False
2678,A1R78,Rocka,ROCKA,False
2679,A1R79,Rocka,ROCKA,False
2680,A1R80,Rocka,ROCKA,False
2681,A1R81,Rocka,ROCKA,False
2682,A1R82,Rocka,ROCKA,False
2683,A1R83,Rocka,ROCKA,False
2684,A1R84,Rocka,ROCKA,False
2685,A1R85,Rocka,ROCKA,False
2686,A1R86,Rocka,ROCKA,False
2687,A1R87,Rocka,ROCKA,False
2688,A1R88,Rocka,ROCKA,False
2689,A1R89,Rocka,ROCKA,False
2690,A1R90,Rocka,ROCKA,False
2691,A1R91,Rocka,ROCKA,False
2692,A1R92,Rocka,ROCKA,False
2693,A1R93,Rocka,ROCKA,False
2694,A1R94,Rocka,ROCKA,False
2695,A1R95,Rocka,ROCKA,False
2696,A1R96,Rocka,ROCKA,False
2697,A1R97,Rocka,ROCKA,False
2698,A1R98,Rocka,ROCKA,False
2699,A1R99,Rocka,ROCKA,False
2700,A1S 0,Rocka,ROCKA,False
2701,A1S 1,Rocka,ROCKA,False
2702,A1S 2,Rocka,ROCKA,False
2703,A1S 3,Rocka,ROCKA,False
2704,A1S 4,Rocka,ROCKA,False
2705,A1S 5,Rocka,ROCKA,False
2706,A1S 6,Rocka,ROCKA,False
2707,A1S 7,Rocka,ROCKA,False
2708,A1S 8,Rocka,ROCKA,False
2709,A1S 9,Rocka,ROCKA,False
2710,A1S10,Rocka,ROCKA,False
2711,A1S11,Rocka,ROCKA,False
2712,A1S12,Rocka,ROCKA,False
2713,A1S13,Rocka,ROCKA,False
2714,A1S14,Rocka,ROCKA,False
2715,A1S15,Rocka,ROCKA,False
2716,A1S16,Rocka,ROCKA,False
2717,A1S17,Rocka,ROCKA,False
2718,A1S18,Rocka,ROCKA,False
2719,A1S19,Rocka,ROCKA,False
2720,A1S20,Rocka,ROCKA,False
2721,A1S21,Rocka,ROCKA,False
2722,A1S22,Rocka,ROCKA,False
2723,A1S23,Rocka,ROCKA,False
2724,A1S24,Rocka,ROCKA,False
2725,A1S25,Rocka,ROCKA,False
2726,A1S26,Rocka,ROCKA,False
2727,A1S27,Rocka,ROCKA,False
2728,A1S28,Rocka,ROCKA,False
2729,A1S29,Rocka,ROCKA,False
2730,A1S30,Rocka,ROCKA,False
2731,A1S31,Rocka,ROCKA,False
2732,A1S32,Rocka,ROCKA,False
2733,A1S33,Rocka,ROCKA,False
2734,A1S34,Rocka,ROCKA,False
2735,A1S35,Rocka,ROCKA,False
2736,A1S36,Rocka,ROCKA,False
2737,A1S37,Rocka,ROCKA,False
2738,A1S38,Rocka,ROCKA,False
2739,A1S39,Rocka,ROCKA,False
2740,A1S40,Rocka,ROCKA,False
2741,A1S41,Rocka,ROCKA,False
2742,A1S42,Rocka,ROCKA,False
2743,A1S43,Rocka,ROCKA,False
2744,A1S44,Rocka,ROCKA,False
2745,A1S45,Rocka,ROCKA,False
2746,A1S46,Rocka,ROCKA,False
2747,A1S47,Rocka,ROCKA,False
2748,A1S48,Rocka,ROCKA,False
2749,A1S49,Rocka,ROCKA,False
2750,A1S50,Rocka,ROCKA,False
2751,A1S51,Rocka,ROCKA,False
2752,A1S52,Rocka,ROCKA,False
2753,A1S53,Rocka,ROCKA,False
2754,A1S54,Rocka,ROCKA,False
2755,A1S55,Rocka,ROCKA,False
2756,A1S56,Rocka,ROCKA,False
2757,A1S57,Rocka,ROCKA,False
2758,A1S58,Rocka,ROCKA,False
2759,A1S59,Rocka,ROCKA,False
2760,A1S60,Rocka,ROCKA,False
2761,A1S61,Rocka,ROCKA,False
2762,A1S62,Rocka,ROCKA,False
2763,A1S63,Rocka,ROCKA,False
2764,A1S64,Rocka,ROCKA,False
2765,A1S65,Rocka,ROCKA,False
2766,A1S66,Rocka,ROCKA,False
2767,A1S67,Rocka,ROCKA,False
2768,A1S68,Rocka,ROCKA,False
2769,A1S69,Rocka,ROCKA,False
2770,A1S70,Rocka,ROCKA,False
2771,A1S71,Rocka,ROCKA,False
2772,A1S72,Rocka,ROCKA,False
2773,A1S73,Rocka,ROCKA,False
2774,A1S74,Rocka,ROCKA,False
2775,A1S75,Rocka,ROCKA,False
2776,A1S76,Rocka,ROCKA,False
2777,A1S77,Rocka,ROCKA,False
2778,A1S78,Rocka,ROCKA,False
2779,A1S79,Rocka,ROCKA,False
2780,A1S80,Rocka,ROCKA,False
2781,A1S81,Rocka,ROCKA,False
2782,A1S82,Rocka,ROCKA,False
2783,A1S83,Rocka,ROCKA,False
2784,A1S84,Rocka,ROCKA,False
2785,A1S85,Rocka,ROCKA,False
2786,A1S86,Rocka,ROCKA,False
2787,A1S87,Rocka,ROCKA,False
2788,A1S88,Rocka,ROCKA,False
2789,A1S89,Rocka,ROCKA,False
2790,A1S90,Rocka,ROCKA,False
2791,A1S91,Rocka,ROCKA,False
2792,A1S92,Rocka,ROCKA,False
2793,A1S93,Rocka,ROCKA,False
2794,A1S94,Rocka,ROCKA,False
2795,A1S95,Rocka,ROCKA,False
2796,A1S96,Rocka,ROCKA,False
2797,A1S97,Rocka,ROCKA,False
2798,A1S98,Rocka,ROCKA,False
2799,A1S99,Rocka,ROCKA,False
2800,A1T 0,Rocka,ROCKA,False
2801,A1T 1,Rocka,ROCKA,False
2802,A1T 2,Rocka,ROCKA,False
2803,A1T 3,Rocka,ROCKA,False
2804,A1T 4,Rocka,ROCKA,False
2805,A1T 5,Rocka,ROCKA,False
2806,A1T 6,Rocka,ROCKA,False
2807,A1T 7,Rocka,ROCKA,False
2808,A1T 8,Rocka,ROCKA,False
2809,A1T 9,Rocka,ROCKA,False
2810,A1T10,Rocka,ROCKA,False
2811,A1T11,Rocka,ROCKA,False
2812,A1T12,Rocka,ROCKA,False
2813,A1T13,Rocka,ROCKA,False
2814,A1T14,Rocka,ROCKA,False
2815,A1T15,Rocka,ROCKA,False
2816,A1T16,Rocka,ROCKA,False
2817,A1T17,Rocka,ROCKA,False
2818,A1T18,Rocka,ROCKA,False
2819,A1T19,Rocka,ROCKA,False
2820,A1T20,Rocka,ROCKA,False
2821,A1T21,Rocka,ROCKA,False
2822,A1T22,Rocka,ROCKA,False
2823,A1T23,Rocka,ROCKA,False
2824,A1T24,Rocka,ROCKA,False
2825,A1T25,Rocka,ROCKA,False
2826,A1T26,Rocka,ROCKA,False
2827,A1T27,Rocka,ROCKA,False
2828,A1T28,Rocka,ROCKA,False
2829,A1T29,Rocka,ROCKA,False
2830,A1T30,Rocka,ROCKA,False
2831,A1T31,Rocka,ROCKA,False
2832,A1T32,Rocka,ROCKA,False
2833,A1T33,Rocka,ROCKA,False
2834,A1T34,Rocka,ROCKA,False
2835,A1T35,Rocka,ROCKA,False
2836,A1T36,Rocka,ROCKA,False
2837,A1T37,Rocka,ROCKA,False
2838,A1T38,Rocka,ROCKA,False
2839,A1T39,Rocka,ROCKA,False
2840,A1T40,Rocka,ROCKA,False
2841,A1T41,Rocka,ROCKA,False
2842,A1T42,Rocka,ROCKA,False
2843,A1T43,Rocka,ROCKA,False
2844,A1T44,Rocka,ROCKA,False
2845,A1T45,Rocka,ROCKA,False
2846,A1T46,Rocka,ROCKA,False
2847,A1T47,Rocka,ROCKA,False
2848,A1T48,Rocka,ROCKA,False
2849,A1T49,Rocka,ROCKA,False
2850,A1T50,Rocka,ROCKA,False
2851,A1T51,Rocka,ROCKA,False
2852,A1T52,Rocka,ROCKA,False
2853,A1T53,Rocka,ROCKA,False
2854,A1T54,Rocka,ROCKA,False
2855,A1T55,Rocka,ROCKA,False
2856,A1T56,Rocka,ROCKA,False
2857,A1T57,Rocka,ROCKA,False
2858,A1T58,Rocka,ROCKA,False
2859,A1T59,Rocka,ROCKA,False
2860,A1T60,Rocka,ROCKA,False
2861,A1T61,Rocka,ROCKA,False
2862,A1T62,Rocka,ROCKA,False
2863,A1T63,Rocka,ROCKA,False
2864,A1T64,Rocka,ROCKA,False
2865,A1T65,Rocka,ROCKA,False
2866,A1T66,Rocka,ROCKA,False
2867,A1T67,Rocka,ROCKA,False
2868,A1T68,Rocka,ROCKA,False
2869,A1T69,Rocka,ROCKA,False
2870,A1T70,Rocka,ROCKA,False
2871,A1T71,Rocka,ROCKA,False
2872,A1T72,Rocka,ROCKA,False
2873,A1T73,Rocka,ROCKA,False
2874,A1T74,Rocka,ROCKA,False
2875,A1T75,Rocka,ROCKA,False
2876,A1T76,Rocka,ROCKA,False
2877,A1T77,Rocka,ROCKA,False
2878,A1T78,Rocka,ROCKA,False
2879,A1T79,Rocka,ROCKA,False
2880,A1T80,Rocka,ROCKA,False
